web-scraper-order,web-scraper-start-url,rooms_area_price_raw,price_raw,address_raw,description_raw,text_raw
"1758541836-72","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=2","2.5 Zimmer, 69m², CHF 2’010.–","CHF 2’010.–","Sulzerallee 81, 8404 Winterthur","2.5 - Zimmerwohnung in Winterthur","1 / 8 2.5 Zimmer, 69m², CHF 2’010.– Sulzerallee 81, 8404 Winterthur2.5 - Zimmerwohnung in Winterthur Willkommen bei sue&amp;til!Tauchen Sie ein, denn hier erwartet Sie eine spritzige, inspirierende und innovative Wohnoase, welche auch Ihr Herz höher schlagen lässt!Wir sind die neue Siedlung im modernen Winterthurer Quartier Neuhegi mit Parks und allem, was es für ein aktives Leben braucht. sue&amp;til legt grossen Wert darauf, Ihnen zahlreiche Highlights und An-nehmlichkeiten zu bieten. Sie können sicher sein, dass sue&amp;til Ihnen nicht nur alle Ihre Wünsche an Ihr neues Zuhause erfüllt, sondern viel mehr bietet.Für ihren Wohnkomfort verfügt die Wohnung über folgenden Ausbau- offen gestaltete Grundrisse für die grosszügige Atmosphäre- Hochwertige Eichenparkettböden für den edlen Touch in den Wohnräumen- Hochwertiges Bad/WC mit Feinsteinzeugplatten als persönliche Wellnessoase- Offene Küche mit Natursteinabdeckung, Glaskeramikherd und Geschirrspüler, welche Deine Lust zum Kochen weckt- Komfort-Wohnungslüftung mit individueller Steuerung für ein behagliches Wohngefühl- Waschmaschine und Tumbler in der Wohnung zur Erleichterung Ihren Alltags- Kellerabteil als zusätzlichen StauraumDie Bilder stammen von einer Typähnlichen Wohnung.Im Neuhegi leben Sie in einem eigenständigen, vielseitigen Arbeits- und Lebensraum, welcher Ihnen eine erstklassige Lebensqualität schenkt. sue&amp;til ist über sämtliche Verkehrsmittel hervorragend mit der Altstadt und dem Hauptbahnhof von Winterthur und den grösseren Städten der Schweiz verbun-den. Ob mit Ihrem Auto oder den ÖV, verschiedenste Möglichkeiten können ausgewählt werden, ganz individuell nach Ihren persönlichen Bedürfnissen. sue&amp;til passt für Singles, Paare und Familien - und sogar für Sie und Ihre Freunde, die zusammen eine Wohngemeinschaft gründen wollen. Wir freuen uns auf Sie - Ihr sue&amp;til.  Wegzeit Neu6 min.Station: Winterthur Hegi"
"1758541836-73","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=2","3.5 Zimmer, 111m², CHF 2’887.–","CHF 2’887.–","Else-Züblin-Strasse 90, 8404 Winterthur","Elegante Wohnung mit Loggia","1 / 8 3.5 Zimmer, 111m², CHF 2’887.– Else-Züblin-Strasse 90, 8404 WinterthurElegante Wohnung mit Loggia Die LageDer Eulachpark, der grösste Park in Winterthur, liegt direkt vor der Haustür Ihres neuen Zuhauses und lädt zum Entspannen und Verweilen ein. Hier wohnen Sie in einem aufstrebenden Quartier, das durch seine familienfreundliche Infrastruktur, kurze Wege zu Schulen und ein attraktives Naherholungsgebiet besticht.Die Buslinie Nr. 14 hält in unmittelbarer Nähe der Überbauung und bringt Sie im Viertelstundentakt bequem zum Bahnhof Winterthur. Von dort aus erreichen Sie Zürich in nur 30 Minuten, den Flughafen in 20 Minuten, Schaffhausen in etwa 30 Minuten und St. Gallen in 45 Minuten.Ein Rundgang durch die WohnungDer grosszügige Grundriss dieser Wohnung mit ca. 111m2 bietet viel Freiheit für eine individuelle Einrichtung und lässt Ihren Wohntraum Wirklichkeit werden. Die Zimmer sind geräumig und schaffen Platz sowohl für Rückzug als auch für Stauraum. Besonders hervorzuheben sind die hohen Fenster und deckenhohen Türen, die für ein lichtdurchflutetes und freundliches Ambiente sorgen. Dank des grosszügigen Grundrisses, finden Sie auf insgesamt ca. 111m2 genügend Freiheiten Ihren persönlichen Wohntraum Wirklichkeit werden zu lassen und sich zudem genügend Rückzugsmöglichkeiten zu verschaffen. Ihr neues Zuhause zeichnet sich zudem durch eine intelligente Raumaufteilung mit geräumigen Zimmern und viel Stauraum aus.Weitere Vorteile Ihrer neuen Wohnung:- Offene, moderne Küche- Helles und grosszügiges Wohnzimmer- Badezimmer mit Badewanne- Separate Dusche/WC- Reduit mit eigenem Waschturm- Lift bis in die TiefgarageDetailsEin Einstellplatz in der Tiefgarage kann auf Wunsch dazu gemietet werden.In der Überbauung befindet sich ein origineller Spielplatz und eine Kindertagesstätte.Anschreiben. Besichtigen. Mieten.Möchten Sie Ihrer Familie mehr Raum gönnen und in einem Trendquartier wohnen? Die Besichtigung findet wie folgt statt:Samstag, 20. September 2025 von 17.00 - 18.00 UhrBitte klingeln Sie bei ""Checiches"".Als Mieter von Helvetia profitieren Sie von 40% Rabatt auf Ihre erste Jahresprämie für ausgewählte Helvetia Versicherungsprodukte!Bei den publizierten Bildern handelt es sich um typenähnliche / typengleiche Wohnungen. Abweichungen zum effektiven Angebot sind deshalb möglich.Weitere interessante Mietobjekte finden Sie unter: www.helvetia.ch/miete  Wegzeit Neu9 min.Station: Winterthur Hegi"
"1758541836-74","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=2","5 Zimmer, CHF 3’900.–","CHF 3’900.–","Waldstrasse 11, 8400 Winterthur","BOSCO: Erstbezug 5.0-Zimmer-Reiheneinfamilienhaus","1 / 8 5 Zimmer, CHF 3’900.– Waldstrasse 11, 8400 WinterthurBOSCO: Erstbezug 5.0-Zimmer-Reiheneinfamilienhaus Die Effizienz des Wohnens, sonnig und zentrumsnah Im beliebten Quartier Breite, durch die Nähe zum Stadtzentrum von Winterthur, steht an ruhiger und sonniger Lage ein 5.0-Zimmer-Eckreihen-Einfamilienhaus zur Miete.Verfügbar: Ab sofort oder nach Vereinbarung!HIGHLIGHTS: • Grosszügige, flexibel nutzbare Layouts für alleLebenssituationen (ca. 154² Nutzfläche). • Privater Gartensitzplatz und Aussichts-Dachterrasse mit Sonne pur und riesigen Ampel-Sonnenschirmen. • Langriemenparkett in Eiche klassisch. • Elegante, helle Küchen mit Dekton-Arbeitsplatten, modernen Geräten und genügend Steckdosen. • Zahlreiche eingebaute Down-Lights. • Jedes Haus mit zwei vollwertigen Nasszellen ( Dusche/WC + Dusche/WC) mit Feinsteinzeugplatten in Natursteinoptik. • Waschtischunterbauten (Dekor Fichte dunkel). • Grosse Nebenräume (Hobbyraum, Keller, Waschküche). • Erdsonden-Wärmepumpe mit Fussbodenheizung. • Komfortlüftung mit Wärmerückgewinnung. • Bezug nach Vereinbarung. Mietzins:5.0-Zimmer-Haus A Brutto-Nutzfläche 154 m², CHF 3900 + NK CHF 300/m = CHF 4200/mEin gedeckter Aussenparkplatz (Car-Port) - direkt vor dem Haus - kann für CHF 120/m. hinzugemietet werden.Willkommen an der Waldstrasse - Buongiorno BOSCO!Haben wir Ihr Interesse geweckt? Dann freuen wir uns auf Ihre Kontaktaufnahme mittels Kontaktformular!  Wegzeit Neu22 min.Station: Winterthur"
"1758541836-75","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=2","2.5 Zimmer, 66m², CHF 2’065.–","CHF 2’065.–","Else-Züblin-Strasse 74, 8404 Winterthur","2.5 Zimmerwohnung mit Sitzplatz in Oberwinterthur","1 / 7 2.5 Zimmer, 66m², CHF 2’065.– Else-Züblin-Strasse 74, 8404 Winterthur2.5 Zimmerwohnung mit Sitzplatz in Oberwinterthur Willkommen bei sue&amp;til!Wir sind die neue Siedlung im modernen Winterthurer Quartier Neuhegi mit Parks und allem, was es für ein aktives Leben braucht. sue&amp;til legt grossen Wert darauf, Ihnen zahlreiche Highlights und An-nehmlichkeiten zu bieten. Sie können sicher sein, dass sue&amp;til Ihnen nicht nur alle Ihre Wünsche an Ihr neues Zuhause erfüllt, sondern viel mehr bietet.Per 01.09.2025 vermieten wir diese idyllische Wohnung mit folgender Ausstattung:- offen gestaltete Grundrisse für die grosszügige Atmosphäre- Hochwertige Eichenparkettböden für den edlen Touch in den Wohnräumen- Hochwertiges Bad/WC mit Feinsteinzeugplatten als persönliche Wellnessoase- Offene Küche mit Natursteinabdeckung, Glaskeramikherd und Geschirrspüler, welche Deine Lust zum Kochen weckt- Komfort-Wohnungslüftung mit individueller Steuerung für ein behagliches Wohngefühl- Waschmaschine und Tumbler in der Wohnung zur Erleichterung Ihren Alltags- Kellerabteil als zusätzlichen StauraumDie Bilder stammen von einer Typähnlichen Wohnung.Im Neuhegi leben Sie in einem eigenständigen, vielseitigen Arbeits- und Lebensraum, welcher Ihnen eine erstklassige Lebensqualität schenkt. sue&amp;til ist über sämtliche Verkehrsmittel hervorragend mit der Altstadt und dem Hauptbahnhof von Winterthur und den grösseren Städten der Schweiz verbun-den. Ob mit Ihrem Auto oder den ÖV, verschiedenste Möglichkeiten können ausgewählt werden, ganz individuell nach Ihren persönlichen Bedürfnissen. sue&amp;til passt für Singles, Paare und Familien - und sogar für Sie und Ihre Freunde, die zusammen eine Wohngemeinschaft gründen wollen. Wir freuen uns auf Sie - Ihr sue&amp;til.  Wegzeit Neu7 min.Station: Winterthur Hegi"
"1758541836-76","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=2","3.5 Zimmer, 71m², CHF 1’870.–","CHF 1’870.–","Riedhofstr. 47, 8408 Winterthur","Ihr neues Zuhause an bester Lage!","1 / 7 3.5 Zimmer, 71m², CHF 1’870.– Riedhofstr. 47, 8408 WinterthurIhr neues Zuhause an bester Lage! Ob ins Stadtzentrum von Winterthur oder auf die Autobahn Richtung Zürich/St. Gallen/Flughafen sind es nur wenige Minuten. Zudem befindet sich das Zentrum von Wülflingen unmittelbarer Nähe. Hier können Sie tägliche Besorgungen erledigen. Ebenso sind die Badi Wülflingen, Kindergarten und Schulhaus u in wenigen Gehminuten erreichbar. Die Wohnung bietet ihren neuen Bewohnern folgendes:- Helle Küche mit Geschirrspüler und Glaskeramik- Badezimmer mit Badewanne und Tageslicht- Wohnzimmer mit Parkett- Einbauschränke im Korridor- Balkon für gemütliche StundenHaben wir Ihr Interesse geweckt? Melden Sie sich heute noch für eine Besichtigung an.*Die Bilder zeigen den Standard der Liegenschaft und entsprechen nicht immer der angebotenen Wohnung.*  Wegzeit Neu20 min.Station: Winterthur Wülflingen"
"1758541836-77","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=2","4.5 Zimmer, 136m², CHF 3’860.–","CHF 3’860.–","Paulstrasse 9d, 8400 Winterthur","Traumhafte Maisonette-Wohnung direkt im Zentrum von Winterthur","1 / 12 4.5 Zimmer, 136m², CHF 3’860.– Paulstrasse 9d, 8400 WinterthurTraumhafte Maisonette-Wohnung direkt im Zentrum von Winterthur Per 01.12.2025 oder nach Vereinbarung vermieten wir direkt beim Bahnhof Winterthur eine sehr moderne und helle 4.5-Zimmer-Maisonette-Wohnung mit insgesamt 136m2 Wohnfläche.Folgende Vorzüge bietet die traumhafte Wohnung: • Wohnen in zentraler Lage ohne Mietkaution • Moderner Ausbaustandart mit grossen Fensterfronten (Neubau 2023) • Hochwertige Kücheneinrichtung mit Geräten von V-Zug • Offener und grosser Ess- und Wohnbereich • 1 Badezimmer mit Badewanne und 1 Badezimmer mit Dusche • Reduit mit Waschmaschine und Tumbler • Glasfaseranschluss • Sitzplatz mit Aussicht in den Innenhof • Kellerabteil von ca. 11m2 Zusätzlich zur Wohnung bietet die Liegenschaft einen grosszügigen Veloraum, Entsorgungsraum, gemeinsamen Innenhof sowie eine eigene Squash-Anlage zur Mitbenützung. Auch gibt es die Möglichkeit diverse Lagerräume im UG sowie Parkplätze in der Tiefgarage dazu zu mieten.Achtung: Das erste Foto weicht vom tatsächlichen Ausbaustandard und Grundriss der Wohnung ab (Spiegelverkehrt).Haben wir Ihr Interesse geweckt? Wir freuen uns auf Ihre Kontaktanfrage!  Wegzeit Neu4 min.Station: Winterthur"
"1758541836-78","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=2","4.5 Zimmer, 160m², CHF 4’475.–","CHF 4’475.–","Marktgasse 74 / Stadthausstrasse 115, 8400 Winterthur","Einzigartige Wohnung mit grosszügiger Terrasse in der Altstadt","1 / 12 4.5 Zimmer, 160m², CHF 4’475.– Marktgasse 74 / Stadthausstrasse 115, 8400 WinterthurEinzigartige Wohnung mit grosszügiger Terrasse in der Altstadt Per 1.10.2025 oder nach Vereinbarung vermieten wir diese charmante Altstadtwohnung an der Marktgasse 74 in Winterthur (Zugang via Stadthausstrasse 115). Die Wohnung präsentiert sich in einem hochwertigen Ausbau: • Offene und moderne Küche mit Geschirrspüler und Combi-Steamer • Bodenbeläge Anhydrit (Gipsgestein) in Küche, Korridor, Badezimmer und Gäste-Toilette • Wohn- und Schlafzimmer mit Parkett • schöne Terrasse • praktische Einbauschränke mit viel Stauraum im Korridor • Eigener Waschturm mit Tumbler • praktisches Reduit beim Wohnzimmer • Cheminée • Öffentliche Verkehrsmittel, diverse Einkaufsmöglichkeiten, Cafés und Restaurant in unmittelbarer Nähe. • ruhige und doch an zentraler Lage Haben wir Ihr Interesse geweckt? Wir freuen uns auf Ihre Kontaktanfrage.  Wegzeit Neu4 min.Station: Winterthur"
"1758541836-79","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=2","4.5 Zimmer, 125m², CHF 3’280.–","CHF 3’280.–","Paulstrasse 9b, 8400 Winterthur","Traumhafte 4.5-Zimmerwohnung - Direkt im Zentrum von Winterthur","1 / 12 4.5 Zimmer, 125m², CHF 3’280.– Paulstrasse 9b, 8400 WinterthurTraumhafte 4.5-Zimmerwohnung - Direkt im Zentrum von Winterthur Per 01.12.2025 oder nach Vereinbarung vermieten wir direkt beim Bahnhof Winterthur eine sehr moderne und helle 4.5-Zimmerwohnung mit insgesamt 125m2 Wohnfläche.Folgende Vorzüge bietet die traumhafte Wohnung: • Wohnen in zentraler Lage ohne Mietkaution • Moderner Ausbaustandart mit grossen Fensterfronten (Neubau 2023) • Hochwertige Kücheneinrichtung mit Geräten von V-Zug • Offener und grosser Ess- und Wohnbereich • 1 Badezimmer mit Badewanne und 1 Badezimmer mit sep. Toilette/Dusche • Waschmaschine und Tumbler in der eigenen Wohnung • Glasfaseranschluss • einen Balkon von ca. 8.4m2 • Kellerabteil von ca. 11m2 Zusätzlich zur Wohnung bietet die Liegenschaft einen grosszügigen Veloraum, Entsorgungsraum, gemeinsamen Innenhof sowie eine eigene Squash-Anlage zur Mitbenützung. Auch gibt es die Möglichkeit Einstellplätze in der Tiefgarage dazu zu mieten.Achtung: Das erste Foto weicht vom tatsächlichen Ausbaustandard und Grundriss der Wohnung ab.Haben wir Ihr Interesse geweckt? Wir freuen uns auf Ihre Kontaktanfrage!  Wegzeit Neu4 min.Station: Winterthur"
"1758541836-80","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=2","3.5 Zimmer, 104m², CHF 3’053.–","CHF 3’053.–","Marktgasse 74 / Stadthausstrasse 115, 8400 Winterthur","Einzigartige und top sanierte Altstadtwohnung im Herzen Winterthurs","1 / 11 3.5 Zimmer, 104m², CHF 3’053.– Marktgasse 74 / Stadthausstrasse 115, 8400 WinterthurEinzigartige und top sanierte Altstadtwohnung im Herzen Winterthurs Per 1.11.2025 oder nach Vereinbarung vermieten wir diese aussergewöhnliche Altstadtwohnung an zentraler Lage an der Marktgasse 74 im 3. OG (Zugang via Stadthausstrasse 115). Diese grosszügige 3.5 Zimmerwohnung zeichnet sich durch folgenden Eigenschaften aus: • Grosses, helles Wohn- und Esszimmer mit hoher Decke, original Frischgrätparkett, Cheminée und original Holzrollläden • Top moderne, hochwertige und stilvolle Küche mit V-ZUG Geräten (Backofen, Combi Steamer, Geschirrspüler und Induktionsfeld), viel Stauraum und robuster Arbeitsfläche (Kunststeinabdeckung) • Reduit mit eigenem Waschturm (Waschmaschine und Tumbler von V-ZUG) und praktischem Stauraum • Grosses und helles Schlafzimmer mit Einbauschränken • Eigenes Kellerabteil • Exklusive Lage mit viel Privatsphäre und hoher Lebensqualität Die Wohnung ist optimal an den öffentlichen Nah- und Fernverkehr angebunden - nur 5 Gehminuten vom Bahnhof Winterthur entfernt, von wo aus man in 20 Minuten Zürich erreicht. In nur 1 bis 3 Gehminuten erreichen Sie diverse Lebensmittelgeschäfte, Bäckereien, Restaurants, Bars, Cafés, Museen und Bekleidungsgeschäfte. Haben wir Ihr Interesse geweckt? Wir freuen uns auf Ihre Kontaktanfrage.  Wegzeit Neu4 min.Station: Winterthur"
"1758541839-81","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=1","4.5 Zimmer, 144m², CHF 3’830.–","CHF 3’830.–","Marktgasse 10, 8400 Winterthur","Charmante 4.5-Zimmer-Maisonette-Wohnung in historischem Gebäude","1 / 31 4.5 Zimmer, 144m², CHF 3’830.– TopMarktgasse 10, 8400 WinterthurCharmante 4.5-Zimmer-Maisonette-Wohnung in historischem Gebäude Entdecken Sie diese einzigartige 4.5-Zimmer-Maisonette-Wohnung in der malerischen Marktgasse 10 in Winterthur. Diese aussergewöhnliche Wohnung erstreckt sich über drei Etagen im 4. Stock eines historischen Gebäudes aus dem Jahr 1750 und bietet auf 144 m² Wohnfläche eine perfekte Kombination aus historischem Charme und modernem Komfort.Die Wohnung besticht durch: • Historisches Ambiente: Authentische Holzbalken und liebevoll restaurierte Details verleihen der Wohnung einen unverwechselbaren Charakter • Grosszügige Raumaufteilung: Über drei Etagen verteilt bietet die Maisonette-Wohnung viel Platz und Privatsphäre • Moderne Küche: Stilvolle Küchenzeile mit Kochinsel, weissen Schränken, schwarzen Granit-Arbeitsplatten und Dachfenstern für natürliches Licht • Gemütlicher Kamin: Ein moderner Edelstahl-Kamin mit Glastür sorgt für wohlige Atmosphäre • Privater Balkon: Sonniger Aussenbereich mit schöner Aussicht, perfekt zum Entspannen mit Sitzgelegenheiten und Pflanzen • Modernes Badezimmer: Zeitgemäss ausgestattet mit eleganter Duschkabine und hochwertigen Armaturen • Praktische Ausstattung: Waschmaschine vorhanden, Lift im Gebäude Lage und Umgebung Die Wohnung befindet sich inmitten der autofreien Altstadt von Winterthur, an ruhiger und dennoch zentraler Lage. Einkaufsmöglichkeiten wie ein Migrolino sind nur wenige Schritte entfernt, ebenso Cafés, Restaurants und weitere Geschäfte. Der Bahnhof Winterthur ist in rund 7 Gehminuten erreichbar und bietet beste Anbindungen nach Zürich und in die Region. Trotz der zentralen Lage geniessen Sie hier ein angenehmes und ruhiges Wohnumfeld.Diese aussergewöhnliche Maisonette-Wohnung ist ab dem 1. Oktober 2025 verfügbar und bietet ein einmaliges Wohnerlebnis für alle, die das Besondere suchen und historischen Charme mit modernem Komfort verbinden möchten.  Wegzeit Neu26 min.Station: Winterthur Töss"
"1758541839-82","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=1","4.5 Zimmer, 140m², CHF 2’480.–","CHF 2’480.–","Untere Vogelsangstrasse 201, 8400 Winterthur","Einziehen und Losleben: Möblierte 4.5 ZiWohnung für 6 Monate an toller Lage von Winterthur","1 / 20 4.5 Zimmer, 140m², CHF 2’480.– TopUntere Vogelsangstrasse 201, 8400 WinterthurEinziehen und Losleben: Möblierte 4.5 ZiWohnung für 6 Monate an toller Lage von Winterthur Zur Untermiete ab ca 15.01.2026 bis Mitte Juli 2026Entdecken Sie diese grosszügige 4.5-Zimmer-Wohnung in einem brandneuen Gebäude von 2021 an der Unteren Vogelsangstrasse in Winterthur. Mit 140 m² Wohnfläche bietet diese moderne Wohnung im 1. Stock alles, was das Herz begehrt.Die Wohnung überzeugt mit: • Für Familien, Paare und WG geeignet • Grosszügige Raumaufteilung: 4.5 helle Zimmer mit optimaler Raumnutzung: Kinderzimmer mit niedrigem Etagenbett, 1 Zimmer mit 2m Doppelbett und Zugang zum Garten, 1 Zimmer mit 1.25m Bett, helles grosses Wohnzimmer mit offener Küche (Bachofen, Geschirrspüler) • 2 Bäder mit Toilette und Dusche • Balkon: Mit schöner Aussicht für entspannte Stunden im Freien, ElektroGrill • Sitzplatz zum Garten: mit Esstisch und Lounge • Moderne Ausstattung: Neubaustandard mit zeitgemässer Technik • Barrierefreier Zugang: Lift und rollstuhlgängige Gestaltung • Wenn gewünscht Garage: Miete nicht inkl. Praktischer Tief-Garagenplatz für Ihr Fahrzeug / es gibt vor Ort eine Elektroladestation Lage und Umgebung: Die Anbindung der hellen Wohnung ist hervorragend - der Bahnhof Winterthur Töss ist in nur 12 Gehminuten erreichbar, Hauptbahnhof Winterthur und Altstadt 7 Min mit dem Fahrrad, und die Bushaltestelle Storchenbrücke liegt nur 5 Minuten zu Fuss entfernt. Über Autobahnausfahrt „Töss“ in 5 Min erreichbar. Für den täglichen Bedarf finden Sie einen Spar-Supermarkt in 8 Gehminuten. Naherholungsgebiet Töss in 10 Min zu Fuss erreichbar, wo man wunderbar Joggen, Grillen und Baden kann, im Wald ist man in 5 Min. Freibad Töss in der Nähe.. In der Siedlung hat es auch eine Kita und einen Kindergarten (nicht in unserem Hof), zur Schule Tössfeld sind es 15 Min zu Fuss.Diese kinderfreundliche und komplett eingerichtete Wohnung eignet sich perfekt für Familien oder alle, die grosszügigen Wohnraum in moderner Ausstattung suchen. In der Siedlung hat es viele Extras zur Mitbenutzung: einen Badebrunnen, einen Pizza-Holzofen, ein Siedlungslokal, unzählige Waschküchen (Preis in der Miete inkl.), ein kleines aber feines Fitnessstudio (10.- CHF/ Monat/ Haushalt extra), Kräutergarten für Alle etc.  Wegzeit Neu12 min.Station: Winterthur Töss"
"1758541839-83","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=1","4.5 Zimmer, 107m², CHF 3’480.–","CHF 3’480.–","Schönholzweg 45, 8409 Winterthur","Wohnüberbauung DOMUM Winterthur","1 / 13 4.5 Zimmer, 107m², CHF 3’480.– TopSchönholzweg 45, 8409 WinterthurWohnüberbauung DOMUM Winterthur Wohnüberbauung DOMUM Winterthur | Mehrgenerationswohnen mit Siedlungscoach, Fitnessstudio und vielem mehr Am Schönholzweg 28/41/43/45 in 8409 Winterthur befindet sich eine DOMUM-Mehrgenerationenüberbauung mit total 50 attraktiven 1.5-, 2.5-, 3.5- und 4.5-Zimmer-Mietwohnungen. Die Überbauung ist mit dem öffentlichen Verkehr sehr gut erschlossen. Zu Fuss oder mit dem Bus sind die nächsten Einkaufsmöglichkeiten innert wenigen Minuten erreichbar. Die Wohnbaugenossenschaft DOMUM bietet ein Zuhause für Senioren, Familien, Paare und Singles. Ein lebendiges Miteinander mit einem starken Wir-Gefühl und Offenheit für eine gute Nachbarschaft sind das Ziel. Gemeinschaftsräume ergänzen die eigene Wohnung - eine perfekte Mischung aus Individualität und Gemeinschaft. Der bauliche Komfort, kombiniert mit einem Siedlungscoach, ermöglicht zudem einen langen Verbleib im eigenen Zuhause, auch im zunehmenden Alter. Per sofort oder nach Vereinbarung kann in dieser Siedlung eine 4.5-Zimmer-Wohnung gemietet werden, welche sich im Attikageschoss befindet. Als Mieterschaft profitieren Sie zusammengefasst von folgenden Annehmlichkeiten: • Moderne Architektur • Gehobener Ausbaustandard • Kellerabteil mit eigenem Waschturm • Siedlungsassistenz (Ansprechperson vor Ort für Fragen und Anliegen) • Fitnessraum mit diversen Sportgeräten • Gemeinschaftsräume für Unternehmungen und Veranstaltungen • Pauschale Heiz- und Nebenkosten • Alle Wohnbereiche sind dank der Liftanlage rollstuhlgängig In der Tiefgarage stehen Autoeinstellplätze (CHF 150.00/Monat) und Motoradeinstellplätze (CHF 50.00/Monat) zur Verfügung. Es sind auch Autoeinstellplätze vorhanden, welche für E-Mobility geeignet sind. Für Fragen oder die Vereinbarung eines Besichtigungstermins stehen wir gerne zur Verfügung und freuen uns auf die Kontaktaufnahme.Weitere Informationen über DOMUM sind auf der Webseite www.domum-wbg.ch ersichtlich.  Wegzeit Neu15 min.Station: Winterthur Hegi"
"1758541839-84","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=1","4.5 Zimmer, 125m², CHF 3’700.–","CHF 3’700.–","Seuzacherstr. 64, 8400 Winterthur","","1 / 12 4.5 Zimmer, 125m², CHF 3’700.– TopSeuzacherstr. 64, 8400 Winterthur Wegzeit Neu31 min.Station: Seuzach"
"1758541839-85","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=1","5 Zimmer, 128m², CHF 2’760.–","CHF 2’760.–","Bollstr. 7, 8405 Winterthur","Ruhige und zentrale Lage in Seen - MIETEN OHNE KAUTION","1 / 11 Haustiere erlaubtBalkon / TerrasseLift+15 Zimmer, 128m², CHF 2’760.– Bollstr. 7, 8405 WinterthurRuhige und zentrale Lage in Seen - MIETEN OHNE KAUTION Unsere grosszügige und schöne Wohnung im Herzen von Winterthur sucht neue Bewohner!- Küche mit Glaskeramikkochfeld und Geschirrspüler- Kühlgefrierkombination- Wohnzimmer mit Parkett - Alle Zimmer mit Marmoleum- Bad/WC mit Doppellavabo- Dusche/WC mit Waschturm- 3 BalkoneÖffentliche Verkehrsmittel, das Einkaufszentrum und Schulen befinden sich in der Nähe.Ein Einstellplatz kann für CHF 120.00 in der Nachbarliegenschaft gemietet werden.Die Bilder zeigen den Standard der Liegenschaft und entsprechen nicht immer der angebotenen Wohnung. Haustiere erlaubtBalkon / TerrasseLift+1 Wegzeit Neu10 min.Station: Winterthur Seen"
"1758541839-86","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=1","4.5 Zimmer, 103m², CHF 3’150.–","CHF 3’150.–","Holzlegistrasse 8a, 8408 Winterthur","ERSTBEZUG - Moderne Wohnungen für jedes Bedürfnis","Neubau 1 / 9 Balkon / TerrasseGarageLift+24.5 Zimmer, 103m², CHF 3’150.– Holzlegistrasse 8a, 8408 WinterthurERSTBEZUG - Moderne Wohnungen für jedes Bedürfnis In der Überbauung an der Holzlegistrasse 8a-c in Winterthur Wülflingen entstehen kommenden Frühling per 01.03.2026 achtzehn 2.5- bis 4.5-Zimmer-Wohnungen, die pures Wohnglück versprechen.Die Wohnungen überzeugen mit folgenden Pluspunkten:- Offene und gut durchdachte Grundrisse- Grosse Fensterfronten für helle und einladende Räume- Elegante und hochwertige Küchen- Stilvolle Bäder mit ebenerdigen Duschen oder Badewannen- Geräumige Einbauschränke im Eingangsbereich - Waschmaschine und Tumbler in jeder Wohnung- Grosszügige Balkone oder Sitzplätze zum Verweilen und GeniessenAn der Holzlegistrasse erwarten Sie zudem folgende Vorzüge:- Ruhige und grüne Gegend mit Weitsicht- Wärmeerzeugung über Luft-Wasser-Wärmepumpe mit Kühlfunktion- Einstellplätze à CHF 180.- mtl. dazumietbar (E-Ladestationen möglich)- Jede Wohnung verfügt über ein eigenes Kellerabteil- Lift vorhandenAlle Informationen zum Projekt finden Sie auf der Projektwebseite https://holzlegistrasse.ch/Wir freuen uns über Ihre Kontaktaufnahme.**Die Bilder zeigen Musterwohnungen** Balkon / TerrasseGarageLift+2 Wegzeit Neu18 min.Station: Winterthur Wülflingen"
